question,answer,answer_type,category,main_topic,main_topic_id,subtopic,subtopic_id,intent,difficulty,layer,answer_word_count
Mình muốn hỏi nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm. * Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,82
Cho tôi biết nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm.

* Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.

Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đơn yêu cầu và tài liệu, chứng cứ kèm theo, Chánh án Tòa án sẽ phân công Thẩm phán giải quyết.

* Đối với trường hợp đơn phương ly hôn

Điều 39 Bộ luật Tố tụng dân sự 2015 quy định Tòa án nơi bị đơn cư trú, làm việc có thẩm quyền giải quyết theo thủ tục sơ thẩm những tranh chấp về hôn nhân và gia đình. Do đó, trong trường hợp đơn phương ly hôn, Tòa án nơi có thẩm quyền giải quyết sẽ là nơi bị đơn cư trú, làm việc.

Xem chi tiết: Danh sách 355 Tòa án nhân dân khu vực tại 34 tỉnh, thành phố

Đáng lưu ý: Hiện nay, theo quy định của khoản 4 Điều 85 Bộ luật Tố tụng dân sự năm 2015, vợ, chồng không được ủy quyền ly hôn cho người khác tham gia tố tụng mà chỉ được nhờ nộp đơn, nộp án phí... Thay vào đó, nếu không thể tham gia tố tụng thì vợ, chồng có thể gửi đơn đề nghị xét xử vắng mặt đến Tòa...",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,275
Cho tôi biết nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm. * Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,82
Xin hướng dẫn nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm.

* Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.

Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đơn yêu cầu và tài liệu, chứng cứ kèm theo, Chánh án Tòa án sẽ phân công Thẩm phán giải quyết.

* Đối với trường hợp đơn phương ly hôn

Điều 39 Bộ luật Tố tụng dân sự 2015 quy định Tòa án nơi bị đơn cư trú, làm việc có thẩm quyền giải quyết theo thủ tục sơ thẩm những tranh chấp về hôn nhân và gia đình. Do đó, trong trường hợp đơn phương ly hôn, Tòa án nơi có thẩm quyền giải quyết sẽ là nơi bị đơn cư trú, làm việc.

Xem chi tiết: Danh sách 355 Tòa án nhân dân khu vực tại 34 tỉnh, thành phố

Đáng lưu ý: Hiện nay, theo quy định của khoản 4 Điều 85 Bộ luật Tố tụng dân sự năm 2015, vợ, chồng không được ủy quyền ly hôn cho người khác tham gia tố tụng mà chỉ được nhờ nộp đơn, nộp án phí... Thay vào đó, nếu không thể tham gia tố tụng thì vợ, chồng có thể gửi đơn đề nghị xét xử vắng mặt đến Tòa...",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,275
Xin hướng dẫn nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm. * Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,82
Nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm.

* Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.

Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đơn yêu cầu và tài liệu, chứng cứ kèm theo, Chánh án Tòa án sẽ phân công Thẩm phán giải quyết.

* Đối với trường hợp đơn phương ly hôn

Điều 39 Bộ luật Tố tụng dân sự 2015 quy định Tòa án nơi bị đơn cư trú, làm việc có thẩm quyền giải quyết theo thủ tục sơ thẩm những tranh chấp về hôn nhân và gia đình. Do đó, trong trường hợp đơn phương ly hôn, Tòa án nơi có thẩm quyền giải quyết sẽ là nơi bị đơn cư trú, làm việc.

Xem chi tiết: Danh sách 355 Tòa án nhân dân khu vực tại 34 tỉnh, thành phố

Đáng lưu ý: Hiện nay, theo quy định của khoản 4 Điều 85 Bộ luật Tố tụng dân sự năm 2015, vợ, chồng không được ủy quyền ly hôn cho người khác tham gia tố tụng mà chỉ được nhờ nộp đơn, nộp án phí... Thay vào đó, nếu không thể tham gia tố tụng thì vợ, chồng có thể gửi đơn đề nghị xét xử vắng mặt đến Tòa...",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,275
Nộp đơn ly hôn ở đâu?,"Theo quy định tại Điều 35 Bộ luật Tố tụng dân sự năm 2015 sửa đổi, bổ sung bởi khoản 2 Điều 1 Luật 85/2025/QH15, Tòa án nhân dân khu vực là nơi có thẩm quyền giải quyết thủ tục ly hôn cấp sơ thẩm. * Đối với trường hợp thuận tình ly hôn

Nếu hai vợ chồng thuận tình ly hôn thì có thể thỏa thuận đến Tòa án nơi cư trú của vợ hoặc của chồng để làm thủ tục.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Nộp đơn ly hôn ở đâu?,1.4,location,hard,1,82
Cho tôi biết mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào.

Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Cho tôi biết mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào. Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào.

Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào. Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Xin hướng dẫn mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào.

Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Xin hướng dẫn mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào. Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Mình muốn hỏi mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào.

Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Mình muốn hỏi mua đơn ly hôn ở đâu?,"Hiện nay, khi ly hôn đơn phương, vợ, chồng sử dụng mẫu đơn khởi kiện và khi ly hôn thuận tình, vợ, chồng sử dụng mẫu đơn yêu cầu giải quyết việc dân sự được ban hành kèm Nghị quyết 01/2017/NQ-HĐTP. Tuy nhiên, tại Nghị quyết này, Hội đồng Thẩm phán không yêu cầu đơn ly hôn phải sử dụng hình thức nào. Do đó, vợ, chồng muốn ly hôn, hoàn toàn có thể sử dụng đơn ly hôn viết tay, đánh máy, mua tại Tòa án hoặc download biểu mẫu trên mạng và tự in.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Mua đơn ly hôn ở đâu?,1.5,location,easy,1,96
Cho tôi biết ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn.

Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Cho tôi biết ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn. Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Xin hướng dẫn ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn.

Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Xin hướng dẫn ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn. Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Mình muốn hỏi ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn.

Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Mình muốn hỏi ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn. Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn.

Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Ly hôn nhanh nhất là bao lâu?,"Cũng theo quy định của Bộ luật Tố tụng dân sự, thời gian giải quyết của một vụ ly hôn thuận tình kéo dài khoảng 02 - 03 tháng, kể từ ngày Tòa án thụ lý đơn. Trong trường hợp đơn phương ly hôn, thời gian giải quyết kéo dài hơn, có thể từ 04 - 06 tháng. Trên thực tế, do có thể phát sinh những tranh chấp về quyền nuôi con, về tài sản thì thời gian giải quyết còn có thể kéo dài hơn.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Ly hôn nhanh nhất là bao lâu?,1.6,duration,medium,1,87
Cho tôi biết về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên).

Bước 2: Hòa giải. Sau khi nhận được đơn ly hôn đơn phương, Tòa án sẽ xem xét có nhận và thụ lý vụ án ly hôn không. Nếu xét thấy có căn cứ để xét đơn ly hôn đơn phương thì yêu cầu người nộp đơn nộp án phí tạm ứng và tiến hành hòa giải.

Nếu hòa giải thành thì Tòa án ra quyết định công nhận hòa giải thành nếu không hòa giải được thì Tòa án đưa vụ án ra xét xử.

Bước 3: Mở phiên tòa sơ thẩm. Sau khi xét xử, Tòa án sẽ ra bản án chấm dứt quan hệ hôn nhân giữa vợ và chồng.

- Đối với ly hôn thuận tình: Ly hôn thuận tình sẽ được thực hiện theo các bước sau đây:

Bước 1: Thụ lý đơn. Vợ và chồng chuẩn bị hồ sơ nêu trên và nộp hồ sơ đến Tòa án có thẩm quyền.

Bước 2: Chuẩn bị xét đơn yêu cầu và mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn. Trong giai đoạn này, Tòa án sẽ xem xét đơn ly hôn thuận tình, căn cứ để chấm dứt quan hệ hôn nhân và ra thông báo nộp lệ phí tạm ứng.

Sau khi vợ, chồng nộp tạm ứng lệ phí thì Tòa án sẽ mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn.

Bước 3: Ra quyết định công nhận thuận tình ly hôn. Sau khi tiến hành hòa giải mà không thành thì Tòa án sẽ ra quyết định công nhận ly hôn. Ngược lại, nếu hòa giải thành thì Tòa án sẽ đình chỉ giải quyết việc dân sự.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,370
Cho tôi biết về quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên). Bước 2: Hòa giải.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,81
Quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên).

Bước 2: Hòa giải. Sau khi nhận được đơn ly hôn đơn phương, Tòa án sẽ xem xét có nhận và thụ lý vụ án ly hôn không. Nếu xét thấy có căn cứ để xét đơn ly hôn đơn phương thì yêu cầu người nộp đơn nộp án phí tạm ứng và tiến hành hòa giải.

Nếu hòa giải thành thì Tòa án ra quyết định công nhận hòa giải thành nếu không hòa giải được thì Tòa án đưa vụ án ra xét xử.

Bước 3: Mở phiên tòa sơ thẩm. Sau khi xét xử, Tòa án sẽ ra bản án chấm dứt quan hệ hôn nhân giữa vợ và chồng.

- Đối với ly hôn thuận tình: Ly hôn thuận tình sẽ được thực hiện theo các bước sau đây:

Bước 1: Thụ lý đơn. Vợ và chồng chuẩn bị hồ sơ nêu trên và nộp hồ sơ đến Tòa án có thẩm quyền.

Bước 2: Chuẩn bị xét đơn yêu cầu và mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn. Trong giai đoạn này, Tòa án sẽ xem xét đơn ly hôn thuận tình, căn cứ để chấm dứt quan hệ hôn nhân và ra thông báo nộp lệ phí tạm ứng.

Sau khi vợ, chồng nộp tạm ứng lệ phí thì Tòa án sẽ mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn.

Bước 3: Ra quyết định công nhận thuận tình ly hôn. Sau khi tiến hành hòa giải mà không thành thì Tòa án sẽ ra quyết định công nhận ly hôn. Ngược lại, nếu hòa giải thành thì Tòa án sẽ đình chỉ giải quyết việc dân sự.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,370
Quy trình ly hôn?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên). Bước 2: Hòa giải.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,81
Quy trình ly hôn như thế nào?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên).

Bước 2: Hòa giải. Sau khi nhận được đơn ly hôn đơn phương, Tòa án sẽ xem xét có nhận và thụ lý vụ án ly hôn không. Nếu xét thấy có căn cứ để xét đơn ly hôn đơn phương thì yêu cầu người nộp đơn nộp án phí tạm ứng và tiến hành hòa giải.

Nếu hòa giải thành thì Tòa án ra quyết định công nhận hòa giải thành nếu không hòa giải được thì Tòa án đưa vụ án ra xét xử.

Bước 3: Mở phiên tòa sơ thẩm. Sau khi xét xử, Tòa án sẽ ra bản án chấm dứt quan hệ hôn nhân giữa vợ và chồng.

- Đối với ly hôn thuận tình: Ly hôn thuận tình sẽ được thực hiện theo các bước sau đây:

Bước 1: Thụ lý đơn. Vợ và chồng chuẩn bị hồ sơ nêu trên và nộp hồ sơ đến Tòa án có thẩm quyền.

Bước 2: Chuẩn bị xét đơn yêu cầu và mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn. Trong giai đoạn này, Tòa án sẽ xem xét đơn ly hôn thuận tình, căn cứ để chấm dứt quan hệ hôn nhân và ra thông báo nộp lệ phí tạm ứng.

Sau khi vợ, chồng nộp tạm ứng lệ phí thì Tòa án sẽ mở phiên họp công khai để giải quyết việc yêu cầu công nhận thuận tình ly hôn.

Bước 3: Ra quyết định công nhận thuận tình ly hôn. Sau khi tiến hành hòa giải mà không thành thì Tòa án sẽ ra quyết định công nhận ly hôn. Ngược lại, nếu hòa giải thành thì Tòa án sẽ đình chỉ giải quyết việc dân sự.",full,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,370
Quy trình ly hôn như thế nào?,"- Đối với ly hôn đơn phương: Quy trình sẽ được thực hiện theo các bước sau đây:

 Bước 1: Thụ lý đơn ly hôn (đơn khởi kiện). Vợ hoặc chồng - người muốn ly hôn đơn phương phải chuẩn bị đầy đủ hồ sơ, giấy tờ, tài liệu và chứng cứ về hành vi bạo lực gia đình (nếu có) của người còn lại để nộp cho Tòa án có thẩm quyền (đã nêu ở trên). Bước 2: Hòa giải.",summary,ly_hon,Hướng dẫn chi tiết thủ tục ly hôn,1,Quy trình ly hôn,1.7,procedure,hard,1,81
